during		11			0.01%
earnings		11			0.01%
eventually		11			0.01%
expose		11			0.01%
festival		11			0.01%
fight		11			0.01%
filled		11			0.01%
finger		11			0.01%
flamer		11			0.01%
fraction		11			0.01%
friendly		11			0.01%
heart		11			0.01%
hotel		11			0.01%
informative		11			0.01%
instantly		11			0.01%
internal		11			0.01%
jackson		11			0.01%
juno		11			0.01%
karen		11			0.01%
kitchen		11			0.01%
lanse		11			0.01%
launch		11			0.01%
lawful		11			0.01%
literally		11			0.01%
llc		11			0.01%
lunch		11			0.01%
made		11			0.01%
mega		11			0.01%
minimum		11			0.01%
non		11			0.01%
often		11			0.01%
operation		11			0.01%
participation		11			0.01%
percentage		11			0.01%
perform		11			0.01%
phillip		11			0.01%
postcard		11			0.01%
rather		11			0.01%
reap		11			0.01%
recieve		11			0.01%
remain		11			0.01%
removal		11			0.01%
responsible		11			0.01%
revenue		11			0.01%
reward		11			0.01%
rntk		11			0.01%
robbie		11			0.01%
safe		11			0.01%
satisfaction		11			0.01%
season		11			0.01%
selfaddressed		11			0.01%
shares		11			0.01%
situation		11			0.01%
spare		11			0.01%
strong		11			0.01%
stun		11			0.01%
subscription		11			0.01%
sun		11			0.01%
suppose		11			0.01%
surgery		11			0.01%
thanks		11			0.01%
totals		11			0.01%
town		11			0.01%
twelve		11			0.01%
wonderful		11			0.01%
abuse		10			0.009%
agreement		10			0.009%
amex		10			0.009%
approve		10			0.009%
artificial		10			0.009%
attend		10			0.009%
audience		10			0.009%
basic		10			0.009%
bogus		10			0.009%
bounce		10			0.009%
boyzone		10			0.009%
brief		10			0.009%
bundle		10			0.009%
calculate		10			0.009%
cancun		10			0.009%
category		10			0.009%
cause		10			0.009%
cds		10			0.009%
circle		10			0.009%
clearance		10			0.009%
commerce		10			0.009%
confirmation		10			0.009%
constantly		10			0.009%
crash		10			0.009%
cruise		10			0.009%
cycle		10			0.009%
dept		10			0.009%
desirous		10			0.009%
downsize		10			0.009%
eepp		10			0.009%
enable		10			0.009%
esq		10			0.009%
essential		10			0.009%
exceedingly		10			0.009%
extensive		10			0.009%
extraordinary		10			0.009%
fairchild		10			0.009%
feeling		10			0.009%
film		10			0.009%
fine		10			0.009%
flame		10			0.009%
flaw		10			0.009%
gas		10			0.009%
goodness		10			0.009%
gossip		10			0.009%
grumble		10			0.009%
guess		10			0.009%
harvard		10			0.009%
hide		10			0.009%
hits		10			0.009%
husband		10			0.009%
identity		10			0.009%
illegal		10			0.009%
imagination		10			0.009%
imc		10			0.009%
indicate		10			0.009%
investigate		10			0.009%
investor		10			0.009%
jasmin		10			0.009%
kevin		10			0.009%
mall		10			0.009%
massive		10			0.009%
mention		10			0.009%
merciless		10			0.009%
modify		10			0.009%
monitor		10			0.009%
numerous		10			0.009%
onetime		10			0.009%
originate		10			0.009%
outline		10			0.009%
paid		10			0.009%
performance		10			0.009%
platinum		10			0.009%
premium		10			0.009%
prevent		10			0.009%
previous		10			0.009%
princess		10			0.009%
qty		10			0.009%
quite		10			0.009%
random		10			0.009%
rank		10			0.009%
rat		10			0.009%
receipt		10			0.009%
rock		10			0.009%
rockland		10			0.009%
san		10			0.009%
satellite		10			0.009%
sites		10			0.009%
sleep		10			0.009%
sleuth		10			0.009%
smart		10			0.009%
someday		10			0.009%
spokane		10			0.009%
sport		10			0.009%
spout		10			0.009%
spring		10			0.009%
stand		10			0.009%
stream		10			0.009%
stress		10			0.009%
thereafter		10			0.009%
tomorrow		10			0.009%
tour		10			0.009%
tout		10			0.009%
tracus		10			0.009%
traffic		10			0.009%
trail		10			0.009%
typical		10			0.009%
unlike		10			0.009%
vendor		10			0.009%
via		10			0.009%
visitor		10			0.009%
aaa		9			0.008%
ads		9			0.008%
affair		9			0.008%
americana		9			0.008%
anon		9			0.008%
apology		9			0.008%
arm		9			0.008%
article		9			0.008%
asian		9			0.008%
assist		9			0.008%
assure		9			0.008%
attempt		9			0.008%
awhile		9			0.008%
been		9			0.008%
behind		9			0.008%
bond		9			0.008%
broker		9			0.008%
budget		9			0.008%
bureaus		9			0.008%
cannot		9			0.008%
charset		9			0.008%
classifieds		9			0.008%
community		9			0.008%
confirm		9			0.008%
countless		9			0.008%
debtfree		9			0.008%
debtor		9			0.008%
dec		9			0.008%
deep		9			0.008%
deliverable		9			0.008%
demonstrate		9			0.008%
dental		9			0.008%
department		9			0.008%
devote		9			0.008%
dialup		9			0.008%
doorstep		9			0.008%
edu		9			0.008%
effectively		9			0.008%
employee		9			0.008%
encourage		9			0.008%
england		9			0.008%
enterprize		9			0.008%
equipment		9			0.008%
est		9			0.008%
evergrow		9			0.008%
excerpt		9			0.008%
exp		9			0.008%
extension		9			0.008%
fantasy		9			0.008%
female		9			0.008%
food		9			0.008%
forge		9			0.008%
freshest		9			0.008%
gig		9			0.008%
greatly		9			0.008%
green		9			0.008%
guild		9			0.008%
hud		9			0.008%
inet		9			0.008%
insert		9			0.008%
instructed		9			0.008%
keystroke		9			0.008%
lines		9			0.008%
living		9			0.008%
location		9			0.008%
lyco		9			0.008%
mac		9			0.008%
macintosh		9			0.008%
male		9			0.008%
mclaughlin		9			0.008%
mil		9			0.008%
military		9			0.008%
mime		9			0.008%
mouse		9			0.008%
mystery		9			0.008%
newspaper		9			0.008%
nobody		9			0.008%
normally		9			0.008%
notify		9			0.008%
opinion		9			0.008%
ourselve		9			0.008%
oversea		9			0.008%
paragraph		9			0.008%
pardon		9			0.008%
particular		9			0.008%
parttime		9			0.008%
pentium		9			0.008%
permanently		9			0.008%
permission		9			0.008%
pile		9			0.008%
planet		9			0.008%
playstation		9			0.008%
poorer		9			0.008%
presence		9			0.008%
primary		9			0.008%
privately		9			0.008%
promptly		9			0.008%
propose		9			0.008%
prospective		9			0.008%
proven		9			0.008%
recession		9			0.008%
refer		9			0.008%
regulator		9			0.008%
remote		9			0.008%
rewrite		9			0.008%
ripoff		9			0.008%
rousseau		9			0.008%
scene		9			0.008%
sean		9			0.008%
selection		9			0.008%
selling		9			0.008%
sending		9			0.008%
sense		9			0.008%
serve		9			0.008%
shack		9			0.008%
shall		9			0.008%
skeptical		9			0.008%
speak		9			0.008%
specify		9			0.008%
stable		9			0.008%
statement		9			0.008%
straight		9			0.008%
survive		9			0.008%
tire		9			0.008%
toward		9			0.008%
toy		9			0.008%
twice		9			0.008%
uncollect		9			0.008%
unemployment		9			0.008%
upset		9			0.008%
warn		9			0.008%
wave		9			0.008%
wholesale		9			0.008%
wisely		9			0.008%
you		9			0.008%
zone		9			0.008%
abc		8			0.007%
accepted		8			0.007%
alan		8			0.007%
ann		8			0.007%
annabel		8			0.007%
approximately		8			0.007%
assuming		8			0.007%
audit		8			0.007%
authenticate		8			0.007%
bear		8			0.007%
benefits		8			0.007%
bind		8			0.007%
birth		8			0.007%
bold		8			0.007%
boss		8			0.007%
breakthrough		8			0.007%
burn		8			0.007%
canadian		8			0.007%
cancel		8			0.007%
cancer		8			0.007%
candidate		8			0.007%
cards		8			0.007%
cearth		8			0.007%
challenge		8			0.007%
chart		8			0.007%
clearly		8			0.007%
coast		8			0.007%
comprehend		8			0.007%
consideration		8			0.007%
corner		8			0.007%
corp		8			0.007%
crime		8			0.007%
cross		8			0.007%
david		8			0.007%
demand		8			0.007%
device		8			0.007%
diploma		8			0.007%
diskette		8			0.007%
distributor		8			0.007%
dupe		8			0.007%
element		8			0.007%
embark		8			0.007%
engage		8			0.007%
everybody		8			0.007%
exceed		8			0.007%
exclude		8			0.007%
explode		8			0.007%
explosive		8			0.007%
fail		8			0.007%
familiar		8			0.007%
fedex		8			0.007%
fit		8			0.007%
fix		8			0.007%
fold		8			0.007%
foreign		8			0.007%
fortunately		8			0.007%
fourth		8			0.007%
gather		8			0.007%
generator		8			0.007%
germany		8			0.007%
herbal		8			0.007%
highlight		8			0.007%
homework		8			0.007%
hotbot		8			0.007%
household		8			0.007%
hurry		8			0.007%
import		8			0.007%
included		8			0.007%
indeed		8			0.007%
informational		8			0.007%
inner		8			0.007%
intel		8			0.007%
intercourse		8			0.007%
ion		8			0.007%
isdn		8			0.007%
keyboard		8			0.007%
lee		8			0.007%
machine		8			0.007%
mailto		8			0.007%
mediumsize		8			0.007%
micro		8			0.007%
millennium		8			0.007%
moreover		8			0.007%
morn		8			0.007%
motherboard		8			0.007%
motor		8			0.007%
moving		8			0.007%
noncommercialize		8			0.007%
notice		8			0.007%
nude		8			0.007%
oral		8			0.007%
originator		8			0.007%
overview		8			0.007%
partnership		8			0.007%
passion		8			0.007%
path		8			0.007%
pic		8			0.007%
pleasure		8			0.007%
poison		8			0.007%
premier		8			0.007%
prepared		8			0.007%
presario		8			0.007%
president		8			0.007%
racer		8			0.007%
reasonable		8			0.007%
recent		8			0.007%
red		8			0.007%
rental		8			0.007%
repair		8			0.007%
representative		8			0.007%
reprinting		8			0.007%
resale		8			0.007%
reselling		8			0.007%
respectability		8			0.007%
responsibility		8			0.007%
richard		8			0.007%
robbery		8			0.007%
schedule		8			0.007%
secrecy		8			0.007%
seller		8			0.007%
seminar		8			0.007%
senate		8			0.007%
seriously		8			0.007%
sexually		8			0.007%
shopper		8			0.007%
sick		8			0.007%
singles		8			0.007%
slow		8			0.007%
smoke		8			0.007%
song		8			0.007%
spouse		8			0.007%
stanford		8			0.007%
stick		8			0.007%
struggle		8			0.007%
suggest		8			0.007%
suit		8			0.007%
trader		8			0.007%
transmission		8			0.007%
trend		8			0.007%
unforeseen		8			0.007%
unproductive		8			0.007%
vary		8			0.007%
vcr		8			0.007%
vga		8			0.007%
village		8			0.007%
war		8			0.007%
water		8			0.007%
wealthy		8			0.007%
wednesday		8			0.007%
welcome		8			0.007%
whom		8			0.007%
winning		8			0.007%
worst		8			0.007%
accelerate		7			0.006%
adjust		7			0.006%
administration		7			0.006%
adv		7			0.006%
advice		7			0.006%
advise		7			0.006%
alta		7			0.006%
angele		7			0.006%
artist		7			0.006%
asked		7			0.006%
author		7			0.006%
automatic		7			0.006%
backstage		7			0.006%
bag		7			0.006%
bbsoda		7			0.006%
bin		7			0.006%
birthday		7			0.006%
blast		7			0.006%
blow		7			0.006%
bonuses		7			0.006%
british		7			0.006%
buck		7			0.006%
catalogue		7			0.006%
catchy		7			0.006%
cgiwin		7			0.006%
checks		7			0.006%
clock		7			0.006%
coat		7			0.006%
collin		7			0.006%
combination		7			0.006%
commercialemail		7			0.006%
comp		7			0.006%
complaint		7			0.006%
complimentary		7			0.006%
compress		7			0.006%
compzone		7			0.006%
conclusion		7			0.006%
condition		7			0.006%
confuse		7			0.006%
consolidate		7			0.006%
continual		7			0.006%
crazy		7			0.006%
curious		7			0.006%
deduct		7			0.006%
diagnostic		7			0.006%
disc		7			0.006%
display		7			0.006%
does		7			0.006%
dozen		7			0.006%
earning		7			0.006%
edit		7			0.006%
edition		7			0.006%
edt		7			0.006%
electric		7			0.006%
endless		7			0.006%
english		7			0.006%
ensure		7			0.006%
equal		7			0.006%
father		7			0.006%
ffe		7			0.006%
fire		7			0.006%
float		7			0.006%
floppy		7			0.006%
francisco		7			0.006%
frequently		7			0.006%
genuine		7			0.006%
girls		7			0.006%
glad		7			0.006%
goldmine		7			0.006%
grab		7			0.006%
greater		7			0.006%
hate		7			0.006%
hollander		7			0.006%
homeowner		7			0.006%
honestly		7			0.006%
hospital		7			0.006%
houston		7			0.006%
howard		7			0.006%
human		7			0.006%
importantly		7			0.006%
inconvenience		7			0.006%
incorporate		7			0.006%
incur		7			0.006%
insider		7			0.006%
intend		7			0.006%
italy		7			0.006%
joke		7			0.006%
jokesu		7			0.006%
keyword		7			0.006%
kick		7			0.006%
kiddin		7			0.006%
king		7			0.006%
lack		7			0.006%
las		7			0.006%
lately		7			0.006%
legend		7			0.006%
lesbian		7			0.006%
liddell		7			0.006%
liquidate		7			0.006%
luxurious		7			0.006%
lyric		7			0.006%
marriage		7			0.006%
math		7			0.006%
maximize		7			0.006%
messages		7			0.006%
microsoft		7			0.006%
minus		7			0.006%
mistake		7			0.006%
movies		7			0.006%
muncie		7			0.006%
murkowskus		7			0.006%
musical		7			0.006%
netscape		7			0.006%
nextpart		7			0.006%
notification		7			0.006%
occur		7			0.006%
offers		7			0.006%
optin		7			0.006%
outstand		7			0.006%
overflow		7			0.006%
parasite		7			0.006%
personalize		7			0.006%
photomask		7			0.006%
porno		7			0.006%
positions		7			0.006%
possibly		7			0.006%
presentation		7			0.006%
prime		7			0.006%
productive		7			0.006%
profession		7			0.006%
professor		7			0.006%
profits		7			0.006%
raul		7			0.006%
recommend		7			0.006%
relay		7			0.006%
reminder		7			0.006%
repeat		7			0.006%
requesting		7			0.006%
riskfree		7			0.006%
robert		7			0.006%
salt		7			0.006%
scary		7			0.006%
seen		7			0.006%
shtml		7			0.006%
signup		7			0.006%
specials		7			0.006%
spectacular		7			0.006%
spot		7			0.006%
stateof		7			0.006%
steal		7			0.006%
steps		7			0.006%
storm		7			0.006%
sweepstakes		7			0.006%
symbol		7			0.006%
targeted		7			0.006%
teenhardcore		7			0.006%
theart		7			0.006%
therefore		7			0.006%
thoma		7			0.006%
thought		7			0.006%
times		7			0.006%
tollfree		7			0.006%
tommy		7			0.006%
toolbox		7			0.006%
trace		7			0.006%
tree		7			0.006%
trillion		7			0.006%
tune		7			0.006%
undoubtedly		7			0.006%
unfortunately		7			0.006%
vega		7			0.006%
verification		7			0.006%
victim		7			0.006%
vista		7			0.006%
vulgarity		7			0.006%
west		7			0.006%
wilburn		7			0.006%
william		7			0.006%
wizard		7			0.006%
wont		7			0.006%
acquisition		6			0.005%
addressed		6			0.005%
adlu		6			0.005%
afterward		6			0.005%
allen		6			0.005%
amass		6			0.005%
angel		6			0.005%
annually		6			0.005%
approval		6			0.005%
apr		6			0.005%
attorney		6			0.005%
authorization		6			0.005%
bdsm		6			0.005%
beverage		6			0.005%
bizop		6			0.005%
board		6			0.005%
bog		6			0.005%
bondage		6			0.005%
cabinet		6			0.005%
caf		6			0.005%
cap		6			0.005%
capitalize		6			0.005%
carry		6			0.005%
catalog		6			0.005%
celine		6			0.005%
cgiforeverweb		6			0.005%
charity		6			0.005%
children		6			0.005%
citizen		6			0.005%
claire		6			0.005%
collector		6			0.005%
command		6			0.005%
compete		6			0.005%
compound		6			0.005%
comprehensive		6			0.005%
conference		6			0.005%
contents		6			0.005%
contest		6			0.005%
conversation		6			0.005%
corporate		6			0.005%
corporatesize		6			0.005%
counter		6			0.005%
coupon		6			0.005%
coverage		6			0.005%
creat		6			0.005%
croc		6			0.005%
cum		6			0.005%
data		6			0.005%
dedupe		6			0.005%
deserve		6			0.005%
didn		6			0.005%
dion		6			0.005%
discovery		6			0.005%
djs		6			0.005%
draw		6			0.005%
dust		6			0.005%
editorial		6			0.005%
emailamendtext		6			0.005%
emailing		6			0.005%
eminent		6			0.005%
entry		6			0.005%
equivalent		6			0.005%
evaluation		6			0.005%
existence		6			0.005%
expand		6			0.005%
exposure		6			0.005%
extremist		6			0.005%
fetish		6			0.005%
figurative		6			0.005%
finest		6			0.005%
fingertip		6			0.005%
flexibility		6			0.005%
flow		6			0.005%
flower		6			0.005%
font		6			0.005%
foreverweb		6			0.005%
freeyellow		6			0.005%
friends		6			0.005%
frustrate		6			0.005%
function		6			0.005%
generation		6			0.005%
globe		6			0.005%
goe		6			0.005%
grinder		6			0.005%
hassle		6			0.005%
heal		6			0.005%
imarket		6			0.005%
institute		6			0.005%
jean		6			0.005%
jody		6			0.005%
killer		6			0.005%
knock		6			0.005%
laser		6			0.005%
lifenet		6			0.005%
lifeplan		6			0.005%
likes		6			0.005%
lord		6			0.005%
lost		6			0.005%
lowest		6			0.005%
magic		6			0.005%
manufacture		6			0.005%
mba		6			0.005%
meeting		6			0.005%
michael		6			0.005%
mike		6			0.005%
negative		6			0.005%
netdetective		6			0.005%
netfind		6			0.005%
niche		6			0.005%
nightly		6			0.005%
nights		6			0.005%
nonaccredit		6			0.005%
none		6			0.005%
oil		6			0.005%
onto		6			0.005%
overwhelm		6			0.005%
pamelum		6			0.005%
paycheck		6			0.005%
peek		6			0.005%
permit		6			0.005%
personally		6			0.005%
phd		6			0.005%
policy		6			0.005%
port		6			0.005%
possibility		6			0.005%
postmaster		6			0.005%
prestige		6			0.005%
prestigious		6			0.005%
products		6			0.005%
profanity		6			0.005%
professionally		6			0.005%
quantity		6			0.005%
questions		6			0.005%
quicker		6			0.005%
quiz		6			0.005%
randomly		6			0.005%
regulation		6			0.005%
remarkable		6			0.005%
respectfully		6			0.005%
reviewer		6			0.005%
revolution		6			0.005%
revolutionary		6			0.005%
roast		6			0.005%
saving		6			0.005%
schnapper		6			0.005%
seconds		6			0.005%
seperate		6			0.005%
sericel		6			0.005%
sexrelate		6			0.005%
shareholder		6			0.005%
shot		6			0.005%
showtime		6			0.005%
sig		6			0.005%
skytop		6			0.005%
snap		6			0.005%
snow		6			0.005%
somewhat		6			0.005%
specifically		6			0.005%
sportstime		6			0.005%
stage		6			0.005%
startup		6			0.005%
status		6			0.005%
steve		6			0.005%
strict		6			0.005%
subconscious		6			0.005%
surround		6			0.005%
sweepstake		6			0.005%
tarrant		6			0.005%
taste		6			0.005%
technician		6			0.005%
tetri		6			0.005%
texa		6			0.005%
tina		6			0.005%
tonya		6			0.005%
trademark		6			0.005%
transferencode		6			0.005%
trump		6			0.005%
tutorial		6			0.005%
twenty		6			0.005%
uefa		6			0.005%
unbelievable		6			0.005%
united		6			0.005%
unmark		6			0.005%
upload		6			0.005%
upper		6			0.005%
upto		6			0.005%
urge		6			0.005%
usascii		6			0.005%
venice		6			0.005%
warner		6			0.005%
was		6			0.005%
wasteland		6			0.005%
wild		6			0.005%
witch		6			0.005%
worker		6			0.005%
worry		6			0.005%
wow		6			0.005%
yield		6			0.005%
zero		6			0.005%
absolute		5			0.004%
acceptance		5			0.004%
accuracy		5			0.004%
accurate		5			0.004%
added		5			0.004%
affiliate		5			0.004%
alaska		5			0.004%
alot		5			0.004%
alternative		5			0.004%
amazon		5			0.004%
angry		5			0.004%
appropriate		5			0.004%
arsenal		5			0.004%
aspect		5			0.004%
assistance		5			0.004%
atlantic		5			0.004%
att		5			0.004%
attitude		5			0.004%
attractive		5			0.004%
automobile		5			0.004%
autoresponder		5			0.004%
bancurus		5			0.004%
based		5			0.004%
beer		5			0.004%
beg		5			0.004%
bestockpix		5			0.004%
billboard		5			0.004%
blockbuster		5			0.004%
booklet		5			0.004%
boot		5			0.004%
brew		5			0.004%
brits		5			0.004%
broadcast		5			0.004%
browse		5			0.004%
busy		5			0.004%
cam		5			0.004%
capability		5			0.004%
capacitor		5			0.004%
capture		5			0.004%
champion		5			0.004%
character		5			0.004%
chri		5			0.004%
cloak		5			0.004%
clog		5			0.004%
colorado		5			0.004%
commonly		5			0.004%
complain		5			0.004%
component		5			0.004%
concert		5			0.004%
conduct		5			0.004%
congratulation		5			0.004%
consistently		5			0.004%
constitute		5			0.004%
continent		5			0.004%
conventional		5			0.004%
conversion		5			0.004%
cosmetic		5			0.004%
couldn		5			0.004%
crawler		5			0.004%
crew		5			0.004%
customers		5			0.004%
cyberspace		5			0.004%
deals		5			0.004%
description		5			0.004%
die		5			0.004%
digit		5			0.004%
director		5			0.004%
disclose		5			0.004%
discounts		5			0.004%
doesn		5			0.004%
doit		5			0.004%
donald		5			0.004%
donate		5			0.004%
drink		5			0.004%
earlier		5			0.004%
effect		5			0.004%
eighty		5			0.004%
eloan		5			0.004%
encode		5			0.004%
equity		5			0.004%
erotic		5			0.004%
erri		5			0.004%
evaluate		5			0.004%
exceptional		5			0.004%
extreme		5			0.004%
facilitate		5			0.004%
facility		5			0.004%
famous		5			0.004%
fan		5			0.004%
feed		5			0.004%
finding		5			0.004%
flavour		5			0.004%
focus		5			0.004%
followup		5			0.004%
fool		5			0.004%
ford		5			0.004%
forgive		5			0.004%
formula		5			0.004%
forthcome		5			0.004%
foundation		5			0.004%
fox		5			0.004%
frown		5			0.004%
functional		5			0.004%
funds		5			0.004%
furthermore		5			0.004%
gallery		5			0.004%
gear		5			0.004%
giant		5			0.004%
habit		5			0.004%
healthy		5			0.004%
helpful		5			0.004%
hidden		5			0.004%
hill		5			0.004%
hire		5			0.004%
honor		5			0.004%
hypnosis		5			0.004%
icon		5			0.004%
ideal		5			0.004%
iii		5			0.004%
inclusion		5			0.004%
innovative		5			0.004%
instance		5			0.004%
instructional		5			0.004%
interested		5			0.004%
introduction		5			0.004%
invaluable		5			0.004%
inventory		5			0.004%
investigation		5			0.004%
investigative		5			0.004%
ira		5			0.004%
jeff		5			0.004%
jim		5			0.004%
judgement		5			0.004%
larry		5			0.004%
league		5			0.004%
leisure		5			0.004%
leverage		5			0.004%
lie		5			0.004%
linksu		5			0.004%
listclick		5			0.004%
loans		5			0.004%
localhost		5			0.004%
lotto		5			0.004%
magellan		5			0.004%
magical		5			0.004%
mailings		5			0.004%
marketplace		5			0.004%
marry		5			0.004%
martin		5			0.004%
maxtor		5			0.004%
members		5			0.004%
men		5			0.004%
mendez		5			0.004%
mess		5			0.004%
mom		5			0.004%
mon		5			0.004%
moneyback		5			0.004%
multipart		5			0.004%
names		5			0.004%
nasdaq		5			0.004%
nation		5			0.004%
needless		5			0.004%
neither		5			0.004%
newsgroups		5			0.004%
northernlight		5			0.004%
occasion		5			0.004%
older		5			0.004%
operator		5			0.004%
otc		5			0.004%
override		5			0.004%
packet		5			0.004%
phon		5			0.004%
picks		5			0.004%
plurabelle		5			0.004%
pocket		5			0.004%
positive		5			0.004%
preparation		5			0.004%
primarily		5			0.004%
processor		5			0.004%
prof		5			0.004%
prohibit		5			0.004%
prophoto		5			0.004%
puzzle		5			0.004%
pyramid		5			0.004%
qxl		5			0.004%
recipe		5			0.004%
recognize		5			0.004%
recommendation		5			0.004%
relationship		5			0.004%
repayment		5			0.004%
responsive		5			0.004%
ring		5			0.004%
safemail		5			0.004%
santa		5			0.004%
scotlandnet		5			0.004%
scus		5			0.004%
senior		5			0.004%
september		5			0.004%
settle		5			0.004%
shareware		5			0.004%
shipment		5			0.004%
shipping		5			0.004%
shoppe		5			0.004%
skeptic		5			0.004%
skip		5			0.004%
slender		5			0.004%
sneak		5			0.004%
solicitation		5			0.004%
sophisticate		5			0.004%
station		5			0.004%
sterl		5			0.004%
storage		5			0.004%
straightforward		5			0.004%
strength		5			0.004%
suggestion		5			0.004%
superior		5			0.004%
sweden		5			0.004%
tea		5			0.004%
tel		5			0.004%
thirty		5			0.004%
thompson		5			0.004%
thoroughly		5			0.004%
tickets		5			0.004%
tonight		5			0.004%
typically		5			0.004%
underground		5			0.004%
unsecure		5			0.004%
urls		5			0.004%
valentine		5			0.004%
vist		5			0.004%
void		5			0.004%
volumes		5			0.004%
voluntary		5			0.004%
walk		5			0.004%
wallace		5			0.004%
wealthiest		5			0.004%
wedd		5			0.004%
western		5			0.004%
whatso		5			0.004%
windows		5			0.004%
women		5			0.004%
yearold		5			0.004%
abrg		4			0.003%
accommodate		4			0.003%
accomplish		4			0.003%
active		4			0.003%
administrative		4			0.003%
administrator		4			0.003%
adtek		4			0.003%
adventure		4			0.003%
advisory		4			0.003%
african		4			0.003%
aid		4			0.003%
aida		4			0.003%
alamo		4			0.003%
alani		4			0.003%
amounts		4			0.003%
analysis		4			0.003%
ancient		4			0.003%
angels		4			0.003%
anniversary		4			0.003%
anticipate		4			0.003%
approx		4			0.003%
arena		4			0.003%
arlanda		4			0.003%
arrange		4			0.003%
aspam		4			0.003%
association		4			0.003%
auction		4			0.003%
authentic		4			0.003%
aware		4			0.003%
backend		4			0.003%
banker		4			0.003%
bee		4			0.003%
beginner		4			0.003%
beside		4			0.003%
beyond		4			0.003%
bille		4			0.003%
billing		4			0.003%
bite		4			0.003%
blur		4			0.003%
boo		4			0.003%
bornheim		4			0.003%
bottle		4			0.003%
buckley		4			0.003%
buddy		4			0.003%
bug		4			0.003%
bulkmate		4			0.003%
bureau		4			0.003%
bush		4			0.003%
bypass		4			0.003%
calle		4			0.003%
calls		4			0.003%
calorie		4			0.003%
camp		4			0.003%
cents		4			0.003%
ceo		4			0.003%
cfm		4			0.003%
chong		4			0.003%
clip		4			0.003%
clue		4			0.003%
colby		4			0.003%
cold		4			0.003%
commit		4			0.003%
commitment		4			0.003%
communicate		4			0.003%
companies		4			0.003%
compliment		4			0.003%
compose		4			0.003%
compromise		4			0.003%
consolidation		4			0.003%
constellation		4			0.003%
consultation		4			0.003%
converter		4			0.003%
county		4			0.003%
cpu		4			0.003%
crest		4			0.003%
crystal		4			0.003%
custom		4			0.003%
cybermarket		4			0.003%
dad		4			0.003%
daytrader		4			0.003%
dealership		4			0.003%
debut		4			0.003%
decade		4			0.003%
decent		4			0.003%
decrease		4			0.003%
defeat		4			0.003%
defend		4			0.003%
defense		4			0.003%
delight		4			0.003%
depth		4			0.003%
desease		4			0.003%
desk		4			0.003%
development		4			0.003%
differently		4			0.003%
disappear		4			0.003%
disappoint		4			0.003%
disclaimer		4			0.003%
disease		4			0.003%
dish		4			0.003%
dislike		4			0.003%
disney		4			0.003%
dma		4			0.003%
documentation		4			0.003%
dolby		4			0.003%
dont		4			0.003%
dress		4			0.003%
dynamic		4			0.003%
eagle		4			0.003%
early		4			0.003%
easyto		4			0.003%
economic		4			0.003%
edward		4			0.003%
egift		4			0.003%
ekel		4			0.003%
eleven		4			0.003%
emin		4			0.003%
employ		4			0.003%
employer		4			0.003%
empower		4			0.003%
empty		4			0.003%
encouragement		4			0.003%
endorse		4			0.003%
enhance		4			0.003%
entertain		4			0.003%
entirely		4			0.003%
entitle		4			0.003%
escape		4			0.003%
estimate		4			0.003%
eudora		4			0.003%
euro		4			0.003%
evanston		4			0.003%
evansville		4			0.003%
exercise		4			0.003%
exotic		4			0.003%
expert		4			0.003%
explicit		4			0.003%
explorer		4			0.003%
explosion		4			0.003%
extravaganza		4			0.003%
fbi		4			0.003%
fear		4			0.003%
february		4			0.003%
fees		4			0.003%
festive		4			0.003%
flash		4			0.003%
fluctuate		4			0.003%
folder		4			0.003%
former		4			0.003%
fort		4			0.003%
franchise		4			0.003%
frequent		4			0.003%
frontier		4			0.003%
frontpage		4			0.003%
fulltime		4			0.003%
garbage		4			0.003%
gentleman		4			0.003%
gett		4			0.003%
girdfriend		4			0.003%
got		4			0.003%
gotta		4			0.003%
greeting		4			0.003%
grind		4			0.003%
grocery		4			0.003%
hal		4			0.003%
handbook		4			0.003%
hang		4			0.003%
happend		4			0.003%
harmless		4			0.003%
harvest		4			0.003%
hbe		4			0.003%
heraldic		4			0.003%
hereby		4			0.003%
heterosexual		4			0.003%
homosexual		4			0.003%
hospitality		4			0.003%
hotline		4			0.003%
imminent		4			0.003%
importance		4			0.003%
ineternet		4			0.003%
institution		4			0.003%
int		4			0.003%
intention		4			0.003%
interface		4			0.003%
invitation		4			0.003%
island		4			0.003%
jan		4			0.003%
jef		4			0.003%
joe		4			0.003%
johnathon		4			0.003%
kahn		4			0.003%
keller		4			0.003%
kingston		4			0.003%
lake		4			0.003%
lexington		4			0.003%
liable		4			0.003%
library		4			0.003%
light		4			0.003%
likewise		4			0.003%
linkexchange		4			0.003%
listing		4			0.003%
loose		4			0.003%
loser		4			0.003%
loui		4			0.003%
lucrative		4			0.003%
mad		4			0.003%
madam		4			0.003%
mailers		4			0.003%
maker		4			0.003%
mandatory		4			0.003%
marietta		4			0.003%
matthew		4			0.003%
merchant		4			0.003%
metaphor		4			0.003%
mexico		4			0.003%
mill		4			0.003%
mjksw		4			0.003%
module		4			0.003%
months		4			0.003%
nationwide		4			0.003%
necessity		4			0.003%
negotiate		4			0.003%
neighbor		4			0.003%
netsvoice		4			0.003%
nlpeople		4			0.003%
normal		4			0.003%
northcoastcoffee		4			0.003%
nothe		4			0.003%
obey		4			0.003%
obscure		4			0.003%
ocean		4			0.003%
officer		4			0.003%
ohio		4			0.003%
